0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,6.499878595680412541e-02
2.020202020202020374e-02,1.299975719136082508e-01
3.030303030303030387e-02,1.949963578704123623e-01
4.040404040404040747e-02,2.599951438272165016e-01
5.050505050505051108e-02,3.249939297840206409e-01
6.060606060606060774e-02,3.899927157408247247e-01
7.070707070707071829e-02,4.516739141083864761e-01
8.080808080808081495e-02,5.014760740116001037e-01
9.090909090909091161e-02,5.390944218888300554e-01
1.010101010101010222e-01,5.767127697660602292e-01
1.111111111111111188e-01,6.143311176432900700e-01
1.212121212121212155e-01,6.391093052204068758e-01
1.313131313131313260e-01,6.559506787146075490e-01
1.414141414141414366e-01,6.727920522088081112e-01
1.515151515151515194e-01,6.896334257030085624e-01
1.616161616161616299e-01,7.064747991972093466e-01
1.717171717171717404e-01,7.233161726914097978e-01
1.818181818181818232e-01,7.336500524411676549e-01
1.919191919191919338e-01,7.430408171554986341e-01
2.020202020202020443e-01,7.524315818698298353e-01
2.121212121212121271e-01,7.618223465841612585e-01
2.222222222222222376e-01,7.712131112984922376e-01
2.323232323232323482e-01,7.759330523455840734e-01
2.424242424242424310e-01,7.788813016568263414e-01
2.525252525252525415e-01,7.818295509680687205e-01
2.626262626262626521e-01,7.847778002793109886e-01
2.727272727272727626e-01,7.877260495905534787e-01
2.828282828282828731e-01,7.906742989017955248e-01
2.929292929292929282e-01,7.936225482130380149e-01
3.030303030303030387e-01,7.965707975242802830e-01
3.131313131313131493e-01,7.995190468355225510e-01
3.232323232323232598e-01,8.024672961467649301e-01
3.333333333333333703e-01,8.054155454580071982e-01
3.434343434343434809e-01,8.083637947692494663e-01
3.535353535353535914e-01,8.113120440804918454e-01
3.636363636363636465e-01,8.142602933917341135e-01
3.737373737373737570e-01,8.172085427029766036e-01
3.838383838383838675e-01,8.201567920142188717e-01
3.939393939393939781e-01,8.231050413254611398e-01
4.040404040404040886e-01,8.260532906367035189e-01
4.141414141414141992e-01,8.290015399479457869e-01
4.242424242424242542e-01,8.319497892591880550e-01
4.343434343434343647e-01,8.348980385704303231e-01
4.444444444444444753e-01,8.378462878816725912e-01
4.545454545454545858e-01,8.407945371929149703e-01
4.646464646464646964e-01,8.437427865041572383e-01
4.747474747474748069e-01,8.466910358153997285e-01
4.848484848484848619e-01,8.496392851266419965e-01
4.949494949494949725e-01,8.525875344378842646e-01
5.050505050505050830e-01,8.555357837491266437e-01
5.151515151515152491e-01,8.584840330603688008e-01
5.252525252525253041e-01,8.614322823716112909e-01
5.353535353535353591e-01,8.643805316828535590e-01
5.454545454545455252e-01,8.673287809940958271e-01
5.555555555555555802e-01,8.702770303053383172e-01
5.656565656565657463e-01,8.732252796165805853e-01
5.757575757575758013e-01,8.761735289278228533e-01
5.858585858585858563e-01,8.791217782390652324e-01
5.959595959595960224e-01,8.820700275503075005e-01
6.060606060606060774e-01,8.850182768615497686e-01
6.161616161616162435e-01,8.879665261727921477e-01
6.262626262626262985e-01,8.909147754840343048e-01
6.363636363636364646e-01,8.938630247952766839e-01
6.464646464646465196e-01,8.968112741065189519e-01
6.565656565656565746e-01,8.997595234177612200e-01
6.666666666666667407e-01,9.027077727290037101e-01
6.767676767676767957e-01,9.056560220402459782e-01
6.868686868686869618e-01,9.086042713514882463e-01
6.969696969696970168e-01,9.115525206627306254e-01
7.070707070707071829e-01,9.145007699739728935e-01
7.171717171717172379e-01,9.174490192852152726e-01
7.272727272727272929e-01,9.203972685964574296e-01
7.373737373737374590e-01,9.233455179076998087e-01
7.474747474747475140e-01,9.262937672189420768e-01
7.575757575757576801e-01,9.292420165301845669e-01
7.676767676767677351e-01,9.321902658414268350e-01
7.777777777777777901e-01,9.351385151526692141e-01
7.878787878787879562e-01,9.380867644639113712e-01
7.979797979797980112e-01,9.410350137751537503e-01
8.080808080808081773e-01,9.439832630863960183e-01
8.181818181818182323e-01,9.469315123976382864e-01
8.282828282828283983e-01,9.498797617088808876e-01
8.383838383838384534e-01,9.528280110201229336e-01
8.484848484848485084e-01,9.557762603313654237e-01
8.585858585858586745e-01,9.587245096426076918e-01
8.686868686868687295e-01,9.616727589538499599e-01
8.787878787878788955e-01,9.646210082650923390e-01
8.888888888888889506e-01,9.675692575763344960e-01
8.989898989898991166e-01,9.705175068875769862e-01
9.090909090909091717e-01,9.734657561988191432e-01
9.191919191919192267e-01,9.764140055100615223e-01
9.292929292929293927e-01,9.793622548213037904e-01
9.393939393939394478e-01,9.823105041325460585e-01
9.494949494949496138e-01,9.852587534437885486e-01
9.595959595959596689e-01,9.882070027550305946e-01
9.696969696969697239e-01,9.911552520662730847e-01
9.797979797979798899e-01,9.941035013775154638e-01
9.898989898989899450e-01,9.970517506887576209e-01
1.000000000000000000e+00,1.000000000000000000e+00
