0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,5.938940581935846508e-01
2.020202020202020374e-02,8.866087297793998623e-01
3.030303030303030387e-02,9.338511995261611354e-01
4.040404040404040747e-02,9.345402495310970448e-01
5.050505050505051108e-02,9.352292995360327321e-01
6.060606060606060774e-02,9.359183495409687525e-01
7.070707070707071829e-02,9.366073995459044399e-01
8.080808080808081495e-02,9.372964495508403493e-01
9.090909090909091161e-02,9.379854995557760367e-01
1.010101010101010222e-01,9.386745495607119461e-01
1.111111111111111188e-01,9.393635995656477444e-01
1.212121212121212155e-01,9.400526495705835428e-01
1.313131313131313260e-01,9.407416995755193412e-01
1.414141414141414366e-01,9.414307495804552506e-01
1.515151515151515194e-01,9.421197995853911600e-01
1.616161616161616299e-01,9.428088495903268473e-01
1.717171717171717404e-01,9.434978995952627567e-01
1.818181818181818232e-01,9.441869496001985551e-01
1.919191919191919338e-01,9.448759996051343535e-01
2.020202020202020443e-01,9.455650496100701519e-01
2.121212121212121271e-01,9.462540996150059502e-01
2.222222222222222376e-01,9.469431496199417486e-01
2.323232323232323482e-01,9.476321996248775470e-01
2.424242424242424310e-01,9.483212496298134564e-01
2.525252525252525415e-01,9.490102996347491437e-01
2.626262626262626521e-01,9.496993496396851642e-01
2.727272727272727626e-01,9.503883996446209625e-01
2.828282828282828731e-01,9.510774496495567609e-01
2.929292929292929282e-01,9.517664996544925593e-01
3.030303030303030387e-01,9.524555496594283577e-01
3.131313131313131493e-01,9.531445996643641561e-01
3.232323232323232598e-01,9.538336496692999544e-01
3.333333333333333703e-01,9.545226996742357528e-01
3.434343434343434809e-01,9.552117496791716622e-01
3.535353535353535914e-01,9.559007996841073496e-01
3.636363636363636465e-01,9.565898496890432590e-01
3.737373737373737570e-01,9.572788996939790573e-01
3.838383838383838675e-01,9.579679496989149667e-01
3.939393939393939781e-01,9.586569997038507651e-01
4.040404040404040886e-01,9.593460497087865635e-01
4.141414141414141992e-01,9.600350997137223619e-01
4.242424242424242542e-01,9.607241497186581602e-01
4.343434343434343647e-01,9.614131997235939586e-01
4.444444444444444753e-01,9.621022497285298680e-01
4.545454545454545858e-01,9.627912997334657774e-01
4.646464646464646964e-01,9.634803497384015758e-01
4.747474747474748069e-01,9.641693997433373742e-01
4.848484848484848619e-01,9.648584497482731726e-01
4.949494949494949725e-01,9.655474997532089709e-01
5.050505050505050830e-01,9.662365497581447693e-01
5.151515151515152491e-01,9.669255997630805677e-01
5.252525252525253041e-01,9.676146497680163661e-01
5.353535353535353591e-01,9.683036997729521644e-01
5.454545454545455252e-01,9.689927497778880738e-01
5.555555555555555802e-01,9.696817997828237612e-01
5.656565656565657463e-01,9.703708497877596706e-01
5.757575757575758013e-01,9.710598997926955800e-01
5.858585858585858563e-01,9.717489497976312673e-01
5.959595959595960224e-01,9.724379998025671767e-01
6.060606060606060774e-01,9.731270498075029751e-01
6.161616161616162435e-01,9.738160998124387735e-01
6.262626262626262985e-01,9.745051498173745719e-01
6.363636363636364646e-01,9.751941998223103703e-01
6.464646464646465196e-01,9.758832498272462797e-01
6.565656565656565746e-01,9.765722998321819670e-01
6.666666666666667407e-01,9.772613498371179874e-01
6.767676767676767957e-01,9.779503998420537858e-01
6.868686868686869618e-01,9.786394498469895842e-01
6.969696969696970168e-01,9.793284998519253826e-01
7.070707070707071829e-01,9.800175498568611809e-01
7.171717171717172379e-01,9.807065998617969793e-01
7.272727272727272929e-01,9.813956498667327777e-01
7.373737373737374590e-01,9.820846998716687981e-01
7.474747474747475140e-01,9.827737498766044855e-01
7.575757575757576801e-01,9.834627998815403949e-01
7.676767676767677351e-01,9.841518498864760822e-01
7.777777777777777901e-01,9.848408998914119916e-01
7.878787878787879562e-01,9.855299498963477900e-01
7.979797979797980112e-01,9.862189999012835884e-01
8.080808080808081773e-01,9.869080499062193867e-01
8.181818181818182323e-01,9.875970999111551851e-01
8.282828282828283983e-01,9.882861499160909835e-01
8.383838383838384534e-01,9.889751999210267819e-01
8.484848484848485084e-01,9.896642499259626913e-01
8.585858585858586745e-01,9.903532999308983786e-01
8.686868686868687295e-01,9.910423499358342880e-01
8.787878787878788955e-01,9.917313999407701974e-01
8.888888888888889506e-01,9.924204499457059958e-01
8.989898989898991166e-01,9.931094999506419052e-01
9.090909090909091717e-01,9.937985499555775926e-01
9.191919191919192267e-01,9.944875999605135020e-01
9.292929292929293927e-01,9.951766499654491893e-01
9.393939393939394478e-01,9.958656999703852097e-01
9.494949494949496138e-01,9.965547499753208971e-01
9.595959595959596689e-01,9.972437999802568065e-01
9.696969696969697239e-01,9.979328499851926049e-01
9.797979797979798899e-01,9.986218999901284032e-01
9.898989898989899450e-01,9.993109499950642016e-01
1.000000000000000000e+00,1.000000000000000000e+00
