file size, time taken
100K, 0.004033466000691988
100K, 2.70731679200253
100K, 3.9128731280070497
100K, 3.5209923689981224
100K, 131.09500165798818
100K, 3.7883554420113796
100K, 130.9670128699945
100K, 3.5718818089953857
100K, 3.3843529209989356
100K, 130.58874847400875
100K, 130.41337330399256
100K, 16.840118544001598
100K, 4.090405241004191
100K, 3.6164998980093515
100K, 3.9964804539922625
100K, 129.93512742800522
100K, 3.979897366996738
100K, 3.889293070009444
