total_packets,total_packets_in,total_packets_out,total_bytes,total_bytes_in,total_bytes_out,packet_size_mean,packet_size_std,packet_size_var,packet_size_kurtosis,packet_size_skew,packet_size_min,packet_size_max,packet_size_p_10,packet_size_p_20,packet_size_p_30,packet_size_p_40,packet_size_p_50,packet_size_p_60,packet_size_p_70,packet_size_p_80,packet_size_p_90,packet_size_in_mean,packet_size_in_std,packet_size_in_var,packet_size_in_kurtosis,packet_size_in_skew,packet_size_in_min,packet_size_in_max,packet_size_in_p_10,packet_size_in_p_20,packet_size_in_p_30,packet_size_in_p_40,packet_size_in_p_50,packet_size_in_p_60,packet_size_in_p_70,packet_size_in_p_80,packet_size_in_p_90,packet_size_out_mean,packet_size_out_std,packet_size_out_var,packet_size_out_kurtosis,packet_size_out_skew,packet_size_out_min,packet_size_out_max,packet_size_out_p_10,packet_size_out_p_20,packet_size_out_p_30,packet_size_out_p_40,packet_size_out_p_50,packet_size_out_p_60,packet_size_out_p_70,packet_size_out_p_80,packet_size_out_p_90,packet_time_mean,packet_time_std,packet_time_var,packet_time_kurtosis,packet_time_skew,packet_time_min,packet_time_max,packet_time_p_10,packet_time_p_20,packet_time_p_30,packet_time_p_40,packet_time_p_50,packet_time_p_60,packet_time_p_70,packet_time_p_80,packet_time_p_90,packet_time_in_mean,packet_time_in_std,packet_time_in_var,packet_time_in_kurtosis,packet_time_in_skew,packet_time_in_min,packet_time_in_max,packet_time_in_p_10,packet_time_in_p_20,packet_time_in_p_30,packet_time_in_p_40,packet_time_in_p_50,packet_time_in_p_60,packet_time_in_p_70,packet_time_in_p_80,packet_time_in_p_90,packet_time_out_mean,packet_time_out_std,packet_time_out_var,packet_time_out_kurtosis,packet_time_out_skew,packet_time_out_min,packet_time_out_max,packet_time_out_p_10,packet_time_out_p_20,packet_time_out_p_30,packet_time_out_p_40,packet_time_out_p_50,packet_time_out_p_60,packet_time_out_p_70,packet_time_out_p_80,packet_time_out_p_90,out_burst_packets_mean,out_burst_packets_std,out_burst_packets_var,out_burst_packets_kurtosis,out_burst_packets_skew,out_burst_packets_min,out_burst_packets_max,out_burst_packets_p_10,out_burst_packets_p_20,out_burst_packets_p_30,out_burst_packets_p_40,out_burst_packets_p_50,out_burst_packets_p_60,out_burst_packets_p_70,out_burst_packets_p_80,out_burst_packets_p_90,out_burst_sizes_mean,out_burst_sizes_std,out_burst_sizes_var,out_burst_sizes_kurtosis,out_burst_sizes_skew,out_burst_sizes_min,out_burst_sizes_max,out_burst_sizes_p_10,out_burst_sizes_p_20,out_burst_sizes_p_30,out_burst_sizes_p_40,out_burst_sizes_p_50,out_burst_sizes_p_60,out_burst_sizes_p_70,out_burst_sizes_p_80,out_burst_sizes_p_90,in_burst_packets_mean,in_burst_packets_std,in_burst_packets_var,in_burst_packets_kurtosis,in_burst_packets_skew,in_burst_packets_min,in_burst_packets_max,in_burst_packets_p_10,in_burst_packets_p_20,in_burst_packets_p_30,in_burst_packets_p_40,in_burst_packets_p_50,in_burst_packets_p_60,in_burst_packets_p_70,in_burst_packets_p_80,in_burst_packets_p_90,in_burst_sizes_mean,in_burst_sizes_std,in_burst_sizes_var,in_burst_sizes_kurtosis,in_burst_sizes_skew,in_burst_sizes_min,in_burst_sizes_max,in_burst_sizes_p_10,in_burst_sizes_p_20,in_burst_sizes_p_30,in_burst_sizes_p_40,in_burst_sizes_p_50,in_burst_sizes_p_60,in_burst_sizes_p_70,in_burst_sizes_p_80,in_burst_sizes_p_90,datetime,label
3629,2025,1604,3725653,2000608,1725045,1026.6335078534032,430.8597512638505,185640.12525914714,0.6169541910743241,-1.48549737826687,16,1294,104,889,985,1241,1294,1294,1294,1294,1294,987.9545679012346,505.06800608970514,255093.69077543044,-0.5587541788166073,-1.1662996694669328,16,1294,73,159.39999999999964,1209,1294,1294,1294,1294,1294,1294,1075.464463840399,306.07837546811675,93683.97192920146,3.689522800941419,-1.9359524176958873,25,1294,873,937,969,1017,1291.5,1294,1294,1294,1294,0.013772844873951973,0.022431547061099625,0.0005031743035543272,601.8210465312559,16.392762439698814,0,0.8757009506225586,0.000011920928955078125,0.000016927719116210938,0.00019311904907226563,0.0002930164337158203,0.005684494972229004,0.01027194658915202,0.020894527435302755,0.029565811157226583,0.0393133560816447,0.013555792951772335,0.02530566419218291,0.0006403766402075283,666.3192780311211,20.145547689021807,0,0.8757009506225586,0.000009059906005859375,0.000012159347534179688,0.000014781951904296875,0.0028913974761962933,0.005903005599975586,0.009587208429972328,0.01947115262349446,0.028369426727294922,0.03753279050191243,0.01404673084059261,0.01816347177795609,0.0003299117070286073,0.33327018541346964,1.1361528064145472,0.00006318092346191406,0.07836699485778809,0.00017668406168619793,0.00019311904907226563,0.00021314620971679688,0.00025583902994791665,0.001042485237121582,0.012493832906087226,0.02255567709604897,0.03142380714416504,0.041234596570332835,2.333823529411765,1.0704740970184852,1.145914792387541,83.83010090258006,7.693382906377423,2,16,2,2,2,2,2,2,2,2,3,2526.2132352941176,1146.885480770115,1315346.3060012977,99.41791404386366,8.659284212729991,1504,17945,2183,2215,2231,2247,2263,2295,2327,2373.4000000000005,2667.3333333333344,3.0015082956259427,1.3537270443352543,1.8325769105646634,21.308625778845563,3.419007319542698,2,17,2,2,2,3,3,3,3,3,4.333333333333371,2961.41628959276,1243.3743468365228,1545979.7663711496,51.979183780676124,5.590573758414009,196,19118,2503,2535,2567,2613,2629,2654.333333333333,2693,2821,3934.3333333333335,2025-04-12 09:39:03.288756,1
5228,2939,2289,5447291,3047728,2399563,1041.9454858454476,426.0120735542313,181486.28681397578,0.0049223055396923066,-1.2950871381957227,25,1294,201,585,1289,1294,1294,1294,1294,1294,1294,1036.9948962232052,470.57551037435474,221441.31096408446,-0.1257824563797718,-1.343195094414813,25,1294,121,297,1294,1294,1294,1294,1294,1294,1294,1048.301878549585,360.7124766109997,130113.490782841,-0.4802131698536414,-1.0065046948313832,25,1294,521,617,761,1294,1294,1294,1294,1294,1294,0.009566166625780975,0.017550477966493734,0.000308019276852382,7.263594774145442,2.2452598768368146,0,0.23290300369262695,0.0000059604644775390625,0.000008106231689453125,0.000016927719116210938,0.00008797645568847656,0.00015783309936523438,0.0008469740549723299,0.00600477854410807,0.01531476974487304,0.041976197560628106,0.011710851268755327,0.019099393410771933,0.00036478682865943835,0.7776094069335313,1.5028641360031214,0,0.08032083511352539,0.0000040531158447265625,0.0000059604644775390625,0.000007152557373046875,0.000010013580322265625,0.000014066696166992188,0.005068381627400712,0.00635361671447754,0.02759504318237307,0.04774375756581627,0.006813399705266057,0.014888750204053416,0.00022167488263870065,29.241105878723104,3.970174189517796,0.000014066696166992188,0.23290300369262695,0.00005316734313964844,0.0000872135162353516,0.00010800361633300781,0.0001399517059326172,0.00018787384033203125,0.0002640883127848308,0.00404364267985026,0.010684156417846681,0.02016655604044598,3.3825301204819276,1.021484088504887,1.04342974306866,5.098879473419107,2.438440651447074,2,8,3,3,3,3,3,3,3,3,6,3570.5617469879517,1071.5850054466764,1148294.4238981537,5.506056979883004,2.4869747896050183,1228,8950,3045,3109,3141,3173,3205,3253,3301,3413,5994.933333333334,4.552547770700637,2.7719207175311587,7.6835444642784525,252.3200616606358,12.881286627562783,2,60,3,3,4,4,4,4,5,6,7,4707.281847133758,2890.2434084988604,8353506.96037111,283.77285089194396,14.041389371002367,1332,64231,2629,3861,3939,4003,4067,4149.666666666666,4618.999999999998,5692.000000000007,7733.666666666667,2025-04-10 00:02:10.082884,1
7526,3761,3765,8664896,4365516,4299380,1151.3281955886262,319.07772384726786,101810.59385555332,3.2692518134387623,-2.1427076121643056,16,1294,585,1209,1294,1294,1294,1294,1294,1294,1294,1160.7327838340866,302.2477833389405,91353.72253330311,3.700303155730115,-2.220616135579625,16,1294,617,1225,1294,1294,1294,1294,1294,1294,1294,1141.933598937583,334.78313108710705,112079.74486048712,2.8375700145993816,-2.060273543041166,25,1294,521,1193,1294,1294,1294,1294,1294,1294,1294,0.0066372556464616645,0.017462999318570423,0.0003049563452003911,1065.34141685097,21.399019843488375,0,0.9349980354309082,0.0000040531158447265625,0.000007152557373046875,0.000015020370483398438,0.00004792213439941406,0.00008082389831542969,0.00012302398681640625,0.0006476084391275963,0.007935714721679686,0.028829940160115558,0.008313336968421936,0.021214586715665253,0.00045005868951648057,967.8576510359419,22.944662810717237,0,0.9349980354309082,0.00000286102294921875,0.0000040531158447265625,0.0000059604644775390625,0.000007152557373046875,0.000010013580322265625,0.000015974044799804688,0.005842097600301107,0.014904880523681647,0.031484063466389996,0.004963400196110902,0.012427364561968737,0.0001544393899560764,28.886852171880957,3.9091702866518236,0.000011920928955078125,0.21433186531066895,0.00004482269287109375,0.000048160552978515625,0.00005888938903808594,0.00008487701416015625,0.00009393692016601563,0.0001289844512939453,0.00019008318583170567,0.0021296024322509897,0.02049649556477868,5.501474926253687,1.522446856958286,2.317844432262164,14.861124537152815,3.4291400743434663,2,17,5,5,5,5,5,5,5,6,6,6311.0604719764015,1771.4479555366556,3138027.859174997,14.873755142780716,3.4216660689122596,1879,19663,5377,5521,5665,5777,5889,5985,6113,6433,7052.333333333334,5.423188405797101,3.0816024876741483,9.496273892039499,174.80912895883554,9.737675850164512,2,63,2,5,5,5,5,5,5,6,8,6298.466666666666,3513.68156437737,12345958.1358454,178.11010370467105,9.90721209196861,76,72236,2588,5361,5617,5768.466666666667,5905,6113,6321,7296.800000000019,9515.733333333337,2025-04-13 12:02:08.170432,1
5362,3001,2361,6045838,3271108,2774730,1127.5341290563222,330.9542864155502,109530.73969682603,2.1349727211178795,-1.8724312436353425,16,1294,521,1081,1294,1294,1294,1294,1294,1294,1294,1090.0059980006665,352.1740248552566,124026.54378275089,-0.01272928714565591,-1.2804758996967105,16,1294,505,601,1294,1294,1294,1294,1294,1294,1294,1175.2350698856417,295.0254703942856,87040.02818136949,7.974884077180825,-3.0299706911510236,25,1294,1049,1161,1257,1294,1294,1294,1294,1294,1294,0.009322251474828423,0.01975321110359441,0.00039018934890316557,685.715096229081,16.77293127601534,0,0.8732638359069824,0.0000040531158447265625,0.000006198883056640625,0.000011920928955078125,0.000050067901611328125,0.00011086463928222656,0.00021112759908040353,0.008375231424967412,0.01990795135498047,0.03474315007527669,0.0076825946966807045,0.02012963912778039,0.0004052023714146674,1137.652951628751,26.947228040473522,0,0.8732638359069824,0.00000286102294921875,0.0000040531158447265625,0.0000059604644775390625,0.0000069141387939453125,0.000010013580322265625,0.000014066696166992188,0.007715113957722982,0.01612863540649414,0.025801491737365737,0.011405678130670505,0.019061907306165415,0.00036335631014884244,10.725561693084721,2.095849022243291,0.000013828277587890625,0.25101494789123535,0.00004887580871582031,0.0000820159912109375,0.00010013580322265625,0.00012993812561035156,0.000186920166015625,0.00027038256327311175,0.010326703389485676,0.0293661117553711,0.043274927139282306,3.3233618233618234,0.7895298342129605,0.6233573591123449,15.478777750300182,3.544928575331131,2,8,3,3,3,3,3,3,3,4,4,3938.766381766382,753.4144080178227,567633.2702088462,23.73981787351653,4.7041379619291535,1623,8926,3653,3701,3717,3749,3781,3797,3845,3907,4099,4.155988857938719,2.2677738854257554,5.142798395419028,474.04867625090554,19.88784887444164,2,59,4,4,4,4,4,4,4,4,5,4534.551532033426,2491.708329750451,6208610.400547781,493.5262814278128,20.433103217374505,1398,65406,4259,4323,4371,4403,4435,4451,4483,4531,4625.666666666667,2025-04-12 01:02:07.370868,1
3462,2355,1107,2992911,2369152,623759,864.503466204506,468.71277613291807,219691.66651022696,-1.6073735898221955,-0.3514654203015352,16,1294,217,328,424.0333333333333,665,1294,1294,1294,1294,1294,1006.0093418259023,409.8575029647612,167983.1727365092,-0.5395816816272263,-0.9859620209031026,16,1294,313,617,729,1294,1294,1294,1294,1294,1294,563.4679313459801,443.25403615818004,196474.14057051716,-0.9381681551727024,0.8980729454537647,25,1294,120,296,312,328,344,360,488,1294,1294,0.014442828238199847,0.02339873261223967,0.0005475006878590884,595.9898217244099,16.58349185299431,0,0.9001741409301758,0.0000059604644775390625,0.000010013580322265625,0.00005000432332356771,0.002093839645385745,0.006273984909057617,0.013711086908976246,0.0190492312113444,0.027652359008789082,0.04131331443786625,0.01209862746722433,0.023902603081391145,0.0005713344340665295,807.393459527491,22.194100144461647,0,0.9001741409301758,0.0000050067901611328125,0.0000069141387939453125,0.000010967254638671875,0.0000201543172200524,0.0058509111404418945,0.009352048238118492,0.016713460286458322,0.020588111877441407,0.03371423085530599,0.01942769600231581,0.021454243248913596,0.0004602845533835546,17.555482685235596,2.1532198305744363,0.000015020370483398438,0.27716493606567383,0.00006891886393229167,0.00016651153564453127,0.0015410900115966795,0.005356343587239583,0.012448787689208984,0.019934749603271483,0.03162193298339842,0.03968272209167481,0.050464153289794915,2.9587628865979383,1.3915616516616045,1.936443830375173,9.210982930905478,2.816714007953656,2,10,2,2,2,2,3,3,3,3,4,2328.4329896907216,1938.4258860252326,3757494.915612708,5.095766482744208,1.7829987817474806,200,10718,428,464,688,1488.4666666666692,2733,2853,2933,3169.8000000000006,4118.733333333334,3.5217391304347827,2.396521694056557,5.74331623008371,354.6193910554198,16.540523670752716,2,56,2,3,3,3,3,3,3,4,5,3527.5201863354037,2600.3300957254205,6761716.606735376,421.68999884748285,18.72969169223465,891,62974,2588,2901,3141,3221,3253,3297,3349,3550.600000000002,4900.1666666666715,2025-04-11 06:32:07.858399,1
5109,2836,2273,5322000,2964170,2357830,1041.6911332941868,429.5051686327359,184474.6898822349,0.0032609028742620616,-1.3007756061056885,16,1294,201,553,1273,1294,1294,1294,1294,1294,1294,1045.193935119887,468.44697326541063,219442.56676152436,0.07405053935542671,-1.4168102540311431,16,1294,115.63333333333367,345,1294,1294,1294,1294,1294,1294,1294,1037.3207215134184,375.24818547367136,140811.20070128285,-0.6475348677091142,-0.9645955935009748,25,1294,489,569,713,1294,1294,1294,1294,1294,1294,0.009785333786891975,0.020186122093537387,0.0004074795251751983,666.1282966224286,16.42499225852539,0,0.876741886138916,0.0000059604644775390625,0.000010013580322265625,0.000012874603271484375,0.00009107589721679688,0.0001850128173828125,0.000282684961954752,0.00633386770884196,0.023863792419433594,0.03671189149220784,0.009450864287280532,0.022721387486854726,0.0005162614493277984,748.3562005284793,20.326357386341087,0,0.876741886138916,0.0000050067901611328125,0.0000059604644775390625,0.000008821487426757813,0.000010013580322265625,0.000011920928955078125,0.000028085708618163997,0.006164264678955078,0.02020297050476076,0.03503004709879563,0.010202500980644041,0.016476883085464012,0.00027148767621205006,0.9417872727540737,1.4601596474160423,0.00004506111145019531,0.06931805610656738,0.00008916854858398438,0.00009393692016601563,0.00013303756713867188,0.0001897017161051434,0.00021004676818847656,0.0002923806508382161,0.009674231211344397,0.02638912200927736,0.03774174054463707,3.2279202279202277,0.7372204318562982,0.5434939651463868,21.76058495125393,4.347406331158486,3,9,3,3,3,3,3,3,3,3,4,3353.025641025641,738.3292561659937,545130.0905106295,26.825259027950562,4.824175423425479,2677,9846,3029,3077,3109,3141,3173,3205,3253,3317,3621,4.032763532763533,1.1840863372468897,1.4020604540547552,34.01746071621513,4.292167946909944,2,18,3,3,4,4,4,4,4,4,5,4214.713675213675,1144.7921715419845,1310549.1160238127,57.163232766804846,5.802427819253332,88,19832,3845,3877,3923,3955,3987,4035,4083,4147,4371,2025-04-10 00:09:54.235874,1
7351,3739,3612,8421389,4336561,4084828,1145.6113453951843,328.32397140910854,107796.63020184911,2.919614182597136,-2.077020040212952,16,1294,537,1209,1294,1294,1294,1294,1294,1294,1294,1159.8184006418828,301.4561849156854,90875.83142391991,3.460934501190007,-2.1728696762446003,16,1294,617,1212.2000000000025,1294,1294,1294,1294,1294,1294,1294,1130.904761904762,353.3937650365285,124887.15316669313,2.314973016987807,-1.9596002348487085,25,1294,473,1209,1294,1294,1294,1294,1294,1294,1294,0.006801362978357847,0.01671922426928605,0.00027953246016668365,1352.1254565796587,25.12994715941511,0,0.9453849792480469,0.0000059604644775390625,0.000010967254638671875,0.00005888938903808594,0.00008797645568847656,0.00010609626770019531,0.00020694732666015625,0.004912670453389476,0.014367675781249986,0.0234183390935262,0.007920503680115399,0.01937324507181246,0.00037532262461250574,1465.9744583384131,30.822750467468435,0,0.9453849792480469,0.0000050067901611328125,0.0000059604644775390625,0.000009059906005859375,0.000010967254638671875,0.000012874603271484375,0.005336364110310873,0.009016315142313646,0.018663883209228523,0.02174603939056397,0.00564318248467852,0.01333278775688243,0.000177763229370074,6.703878396152005,2.686221208010062,0.00003790855407714844,0.07957601547241211,0.00007700920104980469,0.00008702278137207031,0.00009012222290039063,0.00009729067484537759,0.00013005733489990234,0.0001900196075439453,0.0002448240915934245,0.0031415939331054916,0.025203792254130053,5.012676056338028,1.131424327004047,1.2801210077365603,10.520257853605509,2.4840482028063087,2,10,4,5,5,5,5,5,5,5,5,5712.223943661972,1258.2507259230392,1583194.8892858555,11.568605983050285,2.6302238998861,1335,11746,5091,5217,5335.933333333333,5489,5585,5697,5793,5889,6049,5.188732394366197,2.0516945449681376,4.209450505852014,0.321278555006252,0.6502087459446819,2,12,3,3,4,5,5,5,6,7,8,6028.40985915493,2509.6005584557447,6298094.963001385,0.040328868260758544,0.5490434733680044,84,13904,2603.0333333333338,3882,4971.666666666667,5553,5785,6049,6467.266666666666,8062.60000000001,9882.833333333336,2025-04-10 13:36:40.050452,1
7240,3707,3533,8094665,4130218,3964447,1118.0476519337017,359.92782551522987,129548.03958012177,1.6762693324891629,-1.798072137244946,16,1294,441,969,1294,1294,1294,1294,1294,1294,1294,1114.1672511464797,358.25880450027495,128349.37100196624,1.2258523027354498,-1.6808396552408769,16,1294,441,793,1294,1294,1294,1294,1294,1294,1294,1122.1191621851117,361.62600323209625,130773.3662136201,2.144324241993739,-1.918845789605515,25,1294,409,1033,1294,1294,1294,1294,1294,1294,1294,0.00690529563509639,0.016071178815512743,0.00025828278852018554,1168.5477710312414,22.871821181701183,0,0.8734431266784668,0.000010967254638671875,0.000048303604125976595,0.00008797645568847656,0.00010711352030436236,0.00021195411682128906,0.002912664413452144,0.005836963653564453,0.009966802597045899,0.024097029368082678,0.009433112849561318,0.01896109394801542,0.0003595230837054671,1161.8911442254657,26.083054021065138,0,0.8734431266784668,0.000006198883056640625,0.000010967254638671875,0.000014066696166992188,0.002580483754475913,0.005160331726074219,0.005987469355265301,0.008831000328063967,0.018261623382568405,0.028681500752766938,0.004253699089156107,0.011762285319653678,0.00013835135594094042,15.380239550324855,3.843924181753974,0.00003600120544433594,0.07732105255126953,0.00007700920104980469,0.00008702278137207031,0.00009012222290039063,0.00009989738464355469,0.00013899803161621094,0.00019296010335286462,0.00028864542643229196,0.002619981765747072,0.012886683146158859,4.958333333333333,1.4402823730700327,2.074413314176245,5.90017649833189,2.0493342264380496,2,11,4,4,4,5,5,5,5,5,6,5634.587643678161,1698.5755233166824,2885158.8084105416,5.762018908308718,1.8537265875426256,208,12816,4274.466666666667,4700.6,5135.933333333333,5281,5441,5665,5869.266666666666,6049,6273.533333333335,5.2663755458515285,2.3997371505472014,5.758738391716401,1.6164499848970797,0.8426895603764069,2,20,2,3,4,4,5,6,6,7,9,5873.234352256186,2724.7095656742904,7424042.217276981,1.9303609460819988,0.7860666463820997,485,23641,2588,3267.4,4131,4888.333333333332,5665,6373,7078.466666666666,8269,9595.933333333334,2025-04-12 10:36:53.874678,1
3207,1627,1580,3328907,1727267,1601640,1038.0127845338322,337.58686578059167,113964.89194756321,1.2383875158003184,-1.3443195433647566,16,1294,713,793,841,985,1289,1294,1294,1294,1294,1061.6269207129687,347.06881518128586,120456.76247134154,1.6816651341069528,-1.594863354941306,16,1294,665,809,921,1177,1294,1294,1294,1294,1294,1013.6962025316456,325.7520492345611,106114.39758051594,0.8934986712546853,-1.0809331007607161,38,1294,745,793,825,857,1073,1294,1294,1294,1294,0.01559082091932957,0.02576224060198062,0.0006636930408343389,435.79846729775295,13.312925802155144,0,0.9021029472351074,0.000011920928955078125,0.000015020370483398438,0.000186920166015625,0.00023603439331054688,0.0031255483627319336,0.010992844899495438,0.020201436678568524,0.03453540802001956,0.04933478832244878,0.018708134929192464,0.030989096583680282,0.000960324107072665,403.8373716529454,14.536585037003363,0,0.9021029472351074,0.000010013580322265625,0.000011920928955078125,0.000013113021850585938,0.000015020370483398438,0.005870461463928223,0.016121784845987957,0.03194788297017415,0.043484687805175774,0.05277225971221924,0.012382749666141559,0.01838840921979814,0.00033813359363475725,2.1427867479577163,1.7205870484364698,0.00006198883056640625,0.07524299621582031,0.00017881393432617188,0.00019598007202148438,0.00021791458129882813,0.00028355916341145837,0.0014854669570922852,0.007349888483683266,0.015539558728535956,0.023179006576538076,0.038733474413553855,2.4848966613672494,1.0883882851599573,1.1845890592734325,25.634717038354513,4.041342257626689,2,12,2,2,2,2,2,2,2,3,4,2533.41653418124,1081.110523130839,1168799.9632242364,39.53747984764912,5.049356451298826,1943,13046,2039,2071,2103,2119,2135,2167,2215,2375,4206,2.581847649918963,1.2435354352548027,1.5463803787343515,31.83766999949946,4.576579124673388,2,14,2,2,2,2,2,2,3,3,4,2736.262560777958,1318.5298757209891,1738521.033168807,36.343646215841915,4.824372054205785,84,15788,2023,2087,2135,2199,2407,2471,2551,2727.2000000000007,4348.933333333334,2025-04-13 09:36:00.700615,1
4293,2277,2016,4199132,2228015,1971117,978.1346377824365,479.48488213545363,229905.75219644984,-0.8971059462159645,-0.9666068339326523,16,1294,121,377,638.3333333333285,1294,1294,1294,1294,1294,1294,978.4870443566095,442.2348367082071,195571.65079833462,-1.3075953215029463,-0.7511312004574926,16,1294,313,409,489,1294,1294,1294,1294,1294,1294,977.7366071428571,518.3479476285315,268684.59481071087,-0.7360072529835624,-1.1017520774391132,25,1294,73,137,1241,1294,1294,1294,1294,1294,1294,0.01164970549043938,0.024170320989395797,0.000584204416730427,461.3367344075514,13.324550820700154,0,0.9184551239013672,0.000008821487426757813,0.000013113021850585938,0.00008297761281331374,0.0001709461212158203,0.00023412704467773438,0.0029007593790690103,0.00772884686787923,0.01937170028686524,0.05071640809377036,0.013729237923513188,0.027991236586793363,0.0007835093256578393,477.52505087699495,15.374557174873976,0,0.9184551239013672,0.0000059604644775390625,0.000010013580322265625,0.000011920928955078125,0.000013828277587890625,0.00001895427703857422,0.005816268920898437,0.011191916465759276,0.03290424346923829,0.05246547857920335,0.009301979390401689,0.018676228507960094,0.0003488015112815413,7.806101656272984,2.5836529354123083,0.0000400543212890625,0.1906719207763672,0.00008511543273925781,0.00011801719665527344,0.0001800060272216797,0.0002009868621826172,0.0002429485321044922,0.0007763067881266265,0.0055041074752807525,0.013379049301147448,0.030579996109008748,3.2422764227642276,1.3391544553552341,1.7933346552977738,9.25459178242417,2.3268376512675357,2,14,2,2,3,3,3,3,3,4,5,3190.4520325203252,1263.084576621503,1595382.6476991216,20.084235932055606,3.3840281604168845,1335,15661,2535,2583,2613,2629,2661,2693,2773,3294.6000000000004,5242,3.947747747747748,1.820545747640439,3.3143868192516845,33.86285023140797,3.836352590120551,2,25,3,3,3,3,3,3,5,6,6,3840.2576576576575,1841.6602811784235,3391712.5912701897,41.02536636341575,4.399953404081983,1398,25842,2821,2901,2964.4666666666667,2997,3029,3093,4350.133333333333,5721.600000000001,6058,2025-04-12 07:03:39.334165,1
